id,created_at,updated_at
8151,11/12/2014 10:51:05,06/24/2015 09:41:04
2600,12/22/2014 00:40:01,04/10/2015 13:51:53
9363,05/20/2015 08:11:57,05/26/2015 04:33:01
2232,04/09/2015 16:35:13,04/30/2015 01:08:34
4707,04/26/2015 15:39:27,07/07/2015 06:15:20
1149,04/18/2015 21:47:04,06/20/2015 18:21:39
4619,01/27/2015 07:29:34,05/25/2015 07:50:55
2634,12/12/2014 22:30:41,12/30/2014 12:59:25
426,04/17/2015 21:42:52,05/28/2015 01:09:11
8731,11/12/2014 01:04:18,05/13/2015 06:34:13
3173,12/16/2014 20:55:58,12/30/2014 22:37:57
6277,07/01/2015 16:56:26,07/08/2015 02:38:15
6990,01/19/2015 14:52:27,06/26/2015 08:28:08
6940,11/29/2014 03:54:03,12/07/2014 14:54:24
5888,06/09/2015 20:28:46,06/20/2015 11:58:25
6623,12/01/2014 23:59:21,01/09/2015 14:48:53
3979,12/12/2014 13:41:00,04/24/2015 20:34:38
4380,04/13/2015 00:59:58,06/19/2015 13:23:48
5949,11/24/2014 10:08:36,12/27/2014 23:52:04
2800,06/24/2015 20:16:23,07/07/2015 22:14:17
8525,11/13/2014 02:06:34,11/19/2014 18:44:56
4002,12/25/2014 03:04:06,03/25/2015 08:02:35
870,11/30/2014 10:07:32,03/29/2015 05:00:44
4113,02/12/2015 11:37:18,02/17/2015 11:34:26
8695,02/12/2015 12:52:38,06/30/2015 06:04:14
745,02/18/2015 09:29:11,02/23/2015 02:55:41
3191,11/08/2014 06:08:45,06/07/2015 10:44:28
3313,04/16/2015 06:50:41,06/22/2015 10:34:40
9345,03/25/2015 01:52:08,04/01/2015 13:04:28
4811,02/18/2015 10:31:11,05/15/2015 21:15:16
67,11/14/2014 11:13:38,06/08/2015 09:02:14
2323,12/21/2014 17:11:09,04/28/2015 06:37:32
7182,05/02/2015 15:26:09,06/14/2015 05:31:59
8103,07/02/2015 12:25:19,07/02/2015 14:05:15
9846,01/13/2015 15:29:49,03/20/2015 04:35:23
4106,03/01/2015 17:13:52,07/07/2015 22:33:10
9199,12/27/2014 02:01:00,02/21/2015 03:51:37
9243,03/31/2015 22:20:11,04/13/2015 12:07:22
781,04/27/2015 10:38:58,05/29/2015 00:54:36
876,05/05/2015 04:14:09,06/16/2015 16:07:53
3940,03/16/2015 02:49:34,05/02/2015 12:34:28
5739,03/05/2015 16:41:13,03/14/2015 02:27:24
9378,02/25/2015 07:33:08,03/12/2015 05:29:42
2093,01/01/2015 03:13:03,01/06/2015 23:39:49
6041,06/04/2015 18:19:04,06/06/2015 21:07:50
8678,03/03/2015 20:58:39,03/26/2015 07:17:53
611,03/23/2015 10:21:56,05/01/2015 17:35:48
8298,12/18/2014 21:59:40,06/02/2015 01:08:54
9828,02/03/2015 05:48:08,04/22/2015 18:57:00
5088,03/30/2015 17:38:01,07/04/2015 04:19:18
9737,06/09/2015 20:31:10,07/05/2015 14:03:13
1450,06/04/2015 19:49:24,06/30/2015 17:12:58
9433,04/10/2015 21:21:59,06/22/2015 02:43:54
5203,03/19/2015 05:05:14,05/09/2015 22:50:48
8380,12/31/2014 23:27:27,06/20/2015 19:33:10
273,11/08/2014 10:48:37,05/24/2015 13:37:46
8032,04/04/2015 01:14:27,06/25/2015 17:48:27
280,07/02/2015 18:17:25,07/08/2015 11:57:03
62,01/17/2015 16:35:15,06/23/2015 18:30:31
3407,04/09/2015 02:15:18,05/09/2015 15:46:24
6339,01/16/2015 07:09:44,01/27/2015 12:02:29
4733,12/29/2014 09:53:49,04/28/2015 23:46:19
384,01/02/2015 03:43:31,06/07/2015 15:26:09
3923,12/14/2014 22:47:14,12/21/2014 16:43:52
7203,11/20/2014 02:49:50,12/29/2014 00:23:57
2982,01/02/2015 10:32:29,03/13/2015 02:39:35
1019,11/05/2014 06:09:10,11/14/2014 16:39:14
8317,12/11/2014 06:29:43,12/12/2014 15:11:04
308,03/21/2015 02:20:34,04/23/2015 21:05:01
635,03/20/2015 19:09:29,04/15/2015 09:00:15
4953,12/04/2014 10:00:36,06/25/2015 03:10:31
5121,01/10/2015 11:02:56,03/25/2015 03:23:40
4157,11/04/2014 17:38:08,04/22/2015 18:37:12
6757,06/19/2015 12:09:20,06/25/2015 17:49:24
9095,05/22/2015 04:12:03,06/01/2015 19:00:57
4768,12/06/2014 01:56:19,06/14/2015 12:53:08
108,05/28/2015 07:12:05,07/08/2015 07:59:09
6447,04/22/2015 01:51:49,06/09/2015 17:43:25
311,04/09/2015 08:51:39,06/07/2015 06:22:58
9609,03/23/2015 22:16:41,06/15/2015 19:45:27
7321,01/27/2015 08:11:16,05/03/2015 23:53:12
72,05/29/2015 04:53:24,06/01/2015 18:04:49
9320,12/06/2014 18:56:59,12/27/2014 07:52:14
1697,04/24/2015 16:29:43,05/07/2015 08:23:13
2387,05/31/2015 16:08:33,07/08/2015 13:09:37
1034,05/12/2015 14:10:42,06/07/2015 22:13:15
2638,04/26/2015 11:35:02,06/07/2015 13:13:58
1679,11/19/2014 14:08:26,02/21/2015 01:49:32
5503,03/12/2015 20:40:15,05/20/2015 12:58:01
5294,01/27/2015 02:24:42,02/14/2015 01:32:56
2873,01/16/2015 15:13:26,04/06/2015 22:36:25
1055,06/07/2015 12:17:22,07/04/2015 17:18:09
6102,12/01/2014 02:55:22,03/21/2015 14:37:34
4213,11/14/2014 12:02:11,01/31/2015 06:23:23
4045,07/02/2015 19:57:27,07/03/2015 07:36:25
8672,11/25/2014 01:44:14,05/02/2015 13:44:36
5233,12/26/2014 18:24:42,04/10/2015 19:22:28
5240,05/02/2015 16:39:12,05/18/2015 19:06:51
7338,05/06/2015 14:48:10,05/24/2015 08:35:46
2758,05/18/2015 07:06:32,06/24/2015 00:37:29
8735,12/13/2014 22:42:46,03/29/2015 04:09:01
8000,06/06/2015 02:34:35,06/20/2015 16:51:54
4662,03/26/2015 21:16:36,04/11/2015 20:38:20
3308,06/18/2015 18:04:59,06/22/2015 10:17:19
7081,02/19/2015 07:18:08,04/03/2015 11:40:55
1545,03/06/2015 20:16:35,05/12/2015 12:59:43
2545,05/28/2015 04:45:37,07/05/2015 05:15:03
4974,05/14/2015 04:58:06,07/03/2015 00:57:15
6845,02/01/2015 07:46:51,04/03/2015 08:36:17
5420,03/12/2015 06:07:43,06/14/2015 20:38:24
591,05/22/2015 12:44:27,06/08/2015 03:45:18
4906,04/01/2015 08:35:31,04/02/2015 07:42:10
2723,05/25/2015 09:28:27,06/03/2015 08:00:42
9892,05/03/2015 03:05:18,05/12/2015 13:57:47
2568,05/23/2015 15:19:44,07/05/2015 07:05:49
7419,01/07/2015 21:40:00,05/05/2015 19:41:29
2187,02/05/2015 23:16:36,06/12/2015 14:12:26
2005,04/23/2015 03:21:10,04/26/2015 21:54:20
1993,01/05/2015 22:39:22,04/07/2015 11:40:10
2211,05/11/2015 23:50:24,06/28/2015 11:40:21
6571,05/21/2015 00:38:10,06/25/2015 16:00:56
1008,02/19/2015 17:56:58,04/22/2015 06:34:55
5330,01/25/2015 01:22:41,03/22/2015 17:50:19
325,04/24/2015 14:00:59,04/27/2015 22:44:37
3110,11/12/2014 21:03:44,12/31/2014 16:20:55
3068,03/24/2015 07:28:15,05/29/2015 23:59:45
2295,02/08/2015 04:18:08,06/07/2015 01:58:28
2393,12/04/2014 09:02:19,03/13/2015 22:00:09
6970,01/19/2015 03:29:10,05/25/2015 17:40:49
9871,05/10/2015 15:56:27,05/31/2015 09:56:01
5558,11/22/2014 17:21:20,01/01/2015 12:30:19
366,04/09/2015 04:28:06,05/01/2015 08:48:28
5609,05/29/2015 18:06:35,06/06/2015 10:21:49
3183,04/16/2015 05:15:28,06/09/2015 06:49:58
7401,03/09/2015 04:16:22,03/15/2015 18:52:10
9314,05/16/2015 22:23:54,07/02/2015 04:55:27
7887,03/02/2015 00:24:05,03/29/2015 07:11:40
646,03/01/2015 20:37:50,05/17/2015 15:40:39
1619,06/06/2015 14:09:20,06/20/2015 09:47:06
3825,04/08/2015 13:48:56,07/01/2015 19:07:49
7586,03/13/2015 09:44:56,05/10/2015 20:21:43
3423,12/14/2014 18:26:10,07/03/2015 05:00:00
6422,04/29/2015 12:42:25,06/18/2015 16:18:48
3152,03/16/2015 10:29:38,04/20/2015 09:12:23
6049,02/07/2015 06:17:45,06/30/2015 07:18:25
8480,03/12/2015 15:07:29,03/28/2015 03:04:06
491,01/31/2015 12:37:56,03/02/2015 09:42:33
2080,12/16/2014 14:08:50,05/21/2015 13:59:08
5443,12/15/2014 02:45:12,07/07/2015 19:38:18
9218,03/20/2015 01:03:21,05/31/2015 05:55:49
9927,07/06/2015 05:06:37,07/06/2015 15:02:18
3508,03/18/2015 15:55:03,04/10/2015 08:22:03
9400,04/09/2015 15:33:05,04/16/2015 01:29:19
6291,06/03/2015 11:36:54,06/09/2015 12:48:56
9391,04/11/2015 23:57:44,06/30/2015 23:37:21
434,06/22/2015 03:15:40,07/08/2015 04:54:24
7057,12/30/2014 08:28:05,01/04/2015 17:53:12
5919,02/07/2015 22:52:53,05/10/2015 00:54:05
2176,07/05/2015 03:05:28,07/06/2015 10:57:21
3422,11/21/2014 19:09:14,06/21/2015 07:47:48
7643,07/02/2015 03:13:38,07/04/2015 18:38:14
912,02/20/2015 20:57:42,04/08/2015 20:58:10
8438,01/04/2015 19:59:44,06/16/2015 18:57:48
111,05/16/2015 06:41:28,05/19/2015 02:12:41
6851,06/16/2015 00:42:52,06/29/2015 02:39:44
8496,12/15/2014 19:10:42,05/30/2015 20:47:28
8086,01/21/2015 19:19:33,01/22/2015 21:30:24
7682,05/26/2015 23:36:11,06/02/2015 13:55:01
664,07/02/2015 16:40:16,07/08/2015 08:39:04
6922,06/20/2015 13:18:06,07/03/2015 10:33:10
4696,04/08/2015 13:07:36,06/21/2015 18:30:02
1048,01/25/2015 06:32:44,07/04/2015 18:42:17
9135,12/27/2014 03:01:33,02/21/2015 14:11:23
4166,05/07/2015 06:38:38,06/27/2015 17:41:34
2794,06/07/2015 08:23:37,06/29/2015 10:56:55
9145,03/28/2015 08:40:03,05/22/2015 02:25:55
9749,02/10/2015 07:14:36,02/26/2015 22:35:25
4186,04/04/2015 12:06:24,06/23/2015 00:37:09
8922,06/03/2015 19:11:00,06/18/2015 22:04:43
7165,03/17/2015 14:10:56,05/03/2015 20:09:00
8453,02/01/2015 19:48:29,06/09/2015 21:36:24
3482,01/19/2015 11:54:35,04/21/2015 05:52:53
6047,11/24/2014 07:31:36,06/17/2015 03:09:09
2589,04/30/2015 01:43:18,06/08/2015 16:33:15
1848,02/20/2015 10:16:52,05/27/2015 11:17:59
5535,12/17/2014 11:11:12,05/23/2015 21:13:56
3392,04/15/2015 14:16:26,06/05/2015 12:04:08
8892,04/12/2015 06:07:06,05/29/2015 18:48:08
4280,12/27/2014 10:20:35,04/19/2015 17:41:46
6457,01/21/2015 19:51:11,06/30/2015 18:18:39
6667,06/28/2015 00:59:37,07/07/2015 08:51:43
6160,02/05/2015 06:20:11,06/17/2015 19:20:48
3975,11/10/2014 19:47:42,07/03/2015 17:42:49
1208,05/17/2015 22:15:55,06/17/2015 15:47:37
5728,01/11/2015 20:42:26,05/23/2015 09:16:46
9213,03/09/2015 00:52:36,06/09/2015 08:08:16
5125,03/31/2015 06:43:00,05/09/2015 04:26:09
5976,07/04/2015 02:39:54,07/06/2015 01:39:56
7671,04/09/2015 17:34:42,06/29/2015 18:18:45
9045,02/01/2015 12:47:01,07/01/2015 03:43:52
7737,12/11/2014 16:25:38,03/10/2015 12:09:35
5391,01/23/2015 07:51:59,02/27/2015 00:29:10
8085,07/04/2015 12:30:34,07/08/2015 23:22:05
2329,04/07/2015 17:20:13,04/14/2015 02:27:44
1091,04/24/2015 21:21:41,06/09/2015 18:00:15
889,05/03/2015 03:28:23,05/12/2015 09:59:50
3938,06/23/2015 01:40:51,06/27/2015 18:18:55
2190,03/24/2015 15:11:37,05/07/2015 20:29:48
8451,01/01/2015 15:05:31,06/12/2015 17:53:13
9206,01/04/2015 08:07:04,06/14/2015 00:50:46
2041,02/11/2015 02:55:16,03/21/2015 04:12:01
3783,04/11/2015 16:50:48,06/24/2015 10:32:01
3884,12/06/2014 14:41:10,03/13/2015 20:02:33
5180,12/07/2014 06:55:00,04/23/2015 04:37:03
7488,12/03/2014 13:31:59,07/07/2015 02:10:55
7378,12/15/2014 22:11:16,01/06/2015 00:57:13
24,07/03/2015 18:37:39,07/06/2015 19:41:35
7831,11/03/2014 19:25:28,04/02/2015 16:27:53
3291,06/03/2015 20:51:02,06/07/2015 22:55:17
1913,06/23/2015 00:15:30,07/03/2015 11:08:42
8967,02/02/2015 21:40:45,04/01/2015 21:28:47
2506,05/15/2015 03:21:37,05/22/2015 05:36:36
9296,05/10/2015 11:33:13,06/08/2015 12:17:23
3452,06/11/2015 02:28:53,06/29/2015 13:41:07
3672,04/01/2015 13:28:01,04/27/2015 16:09:05
7343,01/08/2015 07:32:55,06/12/2015 20:25:50
369,06/26/2015 16:04:03,06/27/2015 06:32:53
2590,02/15/2015 11:40:21,05/17/2015 06:09:29
2717,03/29/2015 22:08:33,05/13/2015 07:05:26
4143,02/13/2015 19:14:28,06/13/2015 12:29:02
2202,11/10/2014 03:14:15,02/23/2015 09:39:18
2280,01/08/2015 07:29:49,03/25/2015 17:42:10
8526,01/10/2015 21:08:08,04/14/2015 07:23:46
5186,01/04/2015 17:37:26,03/04/2015 11:19:54
9415,01/01/2015 02:38:14,01/26/2015 06:39:01
3926,11/09/2014 20:19:13,05/29/2015 00:27:00
8105,03/03/2015 06:59:02,05/12/2015 09:28:28
9997,07/01/2015 03:26:43,07/02/2015 23:26:34
3996,02/25/2015 20:38:37,05/02/2015 05:37:41
3804,04/11/2015 03:32:00,06/11/2015 08:30:30
6194,02/21/2015 11:04:06,05/15/2015 11:59:08
5451,01/30/2015 08:05:04,02/18/2015 09:01:39
4901,06/23/2015 19:24:21,07/02/2015 10:10:52
4882,05/21/2015 08:11:38,06/28/2015 06:37:23
1090,04/25/2015 11:50:09,05/22/2015 06:00:40
9602,12/22/2014 08:48:42,05/14/2015 22:42:25
890,03/15/2015 15:26:50,03/18/2015 20:32:26
4661,05/11/2015 05:35:36,05/28/2015 20:44:14
926,04/24/2015 06:49:23,07/02/2015 17:42:52
3062,04/20/2015 06:37:49,04/25/2015 13:12:26
363,01/23/2015 07:03:02,02/06/2015 13:56:31
2544,07/01/2015 02:08:00,07/05/2015 08:13:58
1228,04/29/2015 20:41:44,05/26/2015 02:28:19
7951,01/27/2015 19:03:21,04/20/2015 01:42:38
2188,03/10/2015 02:19:06,05/24/2015 06:00:21
5000,02/27/2015 12:17:08,06/20/2015 22:57:26
6818,03/17/2015 18:34:04,07/04/2015 12:16:58
9984,01/26/2015 22:33:05,04/10/2015 20:37:29
6991,02/02/2015 16:34:40,04/28/2015 01:59:53
8692,05/17/2015 16:14:26,06/12/2015 20:22:19
6933,05/22/2015 20:41:59,05/23/2015 20:33:50
7566,12/02/2014 12:38:12,01/07/2015 07:32:48
4872,06/04/2015 14:59:07,07/05/2015 20:52:14
6360,12/04/2014 13:56:44,01/26/2015 22:02:49
5456,04/21/2015 10:17:57,06/26/2015 09:46:34
198,04/19/2015 02:39:49,05/27/2015 04:47:19
215,04/13/2015 17:57:11,07/07/2015 07:22:20
6018,05/21/2015 03:08:59,06/22/2015 10:34:15
4016,02/24/2015 03:15:41,06/23/2015 14:21:21
7254,05/09/2015 06:21:49,06/12/2015 11:01:06
1075,11/28/2014 03:16:27,12/07/2014 04:17:29
1280,11/15/2014 17:48:19,02/22/2015 13:39:59
2598,07/07/2015 12:34:38,07/07/2015 14:45:37
9282,05/29/2015 04:46:41,07/08/2015 17:13:57
740,01/09/2015 22:21:06,02/17/2015 11:06:32
3274,12/17/2014 09:48:14,04/13/2015 14:23:07
4710,05/10/2015 06:46:23,07/03/2015 18:22:12
7820,04/19/2015 18:35:01,06/24/2015 07:59:39
8470,06/21/2015 16:24:58,06/29/2015 17:13:50
1424,06/07/2015 10:42:15,06/26/2015 16:52:53
2042,03/22/2015 23:15:18,06/10/2015 18:37:13
8515,01/05/2015 04:17:01,06/10/2015 16:29:58
6137,06/15/2015 05:25:07,06/25/2015 06:51:52
1322,11/23/2014 20:05:56,01/02/2015 04:04:50
8395,01/27/2015 07:30:28,04/02/2015 14:32:50
3450,11/16/2014 01:29:59,11/19/2014 14:11:01
6414,03/25/2015 13:52:29,07/04/2015 03:25:30
7364,01/03/2015 09:18:57,06/07/2015 05:31:42
7285,03/31/2015 07:17:09,06/14/2015 15:15:52
7427,11/10/2014 03:53:56,12/30/2014 18:35:23
8423,01/09/2015 04:35:37,02/17/2015 14:39:56
6973,04/27/2015 02:09:24,04/29/2015 11:06:20
8479,11/11/2014 16:57:43,02/16/2015 01:00:35
2278,03/15/2015 23:16:40,03/26/2015 11:38:39
650,05/18/2015 04:57:47,06/12/2015 03:26:00
2493,02/10/2015 21:41:38,06/13/2015 00:42:19
5737,05/15/2015 11:34:30,05/23/2015 22:47:25
4577,01/15/2015 02:38:08,04/26/2015 15:37:55
3535,05/13/2015 16:10:06,06/01/2015 21:21:23
6534,12/07/2014 10:47:40,01/20/2015 19:00:10
7325,02/11/2015 20:24:18,03/01/2015 05:17:08
4686,11/21/2014 18:40:38,02/02/2015 11:10:27
4667,07/03/2015 16:47:27,07/06/2015 20:50:10
8373,01/16/2015 00:51:37,02/11/2015 01:44:11
7801,11/07/2014 15:44:00,01/18/2015 22:51:02
2252,06/06/2015 07:10:20,06/10/2015 05:46:46
9934,12/20/2014 20:24:33,03/29/2015 07:54:56
679,03/23/2015 00:21:38,03/23/2015 04:20:15
456,05/30/2015 19:31:22,07/01/2015 23:13:16
6258,04/04/2015 09:27:55,04/07/2015 12:18:58
4386,03/12/2015 04:16:21,05/24/2015 04:19:16
2428,01/31/2015 09:44:30,03/16/2015 01:57:18
2214,03/10/2015 21:14:50,05/05/2015 14:21:16
5775,01/08/2015 11:40:23,07/07/2015 06:39:29
6836,06/24/2015 17:34:25,06/27/2015 21:40:42
4363,12/05/2014 17:01:00,05/11/2015 09:02:15
1862,02/22/2015 06:10:16,04/10/2015 07:20:06
6079,06/11/2015 05:47:23,06/30/2015 22:30:06
8287,02/05/2015 03:59:37,06/23/2015 07:40:29
4594,05/12/2015 08:33:01,06/03/2015 11:47:56
2889,12/14/2014 22:27:18,02/01/2015 02:52:44
6703,01/29/2015 10:14:52,04/16/2015 16:24:49
5582,06/23/2015 18:21:19,06/25/2015 21:36:15
2775,04/17/2015 00:09:11,07/06/2015 16:06:39
5604,12/18/2014 11:37:06,12/29/2014 16:20:20
3027,05/18/2015 01:32:41,06/09/2015 11:29:22
2029,02/02/2015 02:13:07,06/05/2015 06:23:54
1431,01/12/2015 08:25:37,03/22/2015 01:10:34
6685,12/04/2014 18:40:06,04/28/2015 16:57:52
7283,02/02/2015 07:32:11,06/07/2015 13:29:53
4910,11/29/2014 18:01:16,04/03/2015 21:10:40
9370,06/21/2015 13:01:51,07/02/2015 16:10:56
5846,06/12/2015 16:22:52,06/21/2015 08:26:14
1122,03/09/2015 15:09:18,04/09/2015 19:08:55
